employee_id,age,gender,marital_status,education_level,years_of_experience,job_role,department,job_level,employment_type,work_location,reporting_manager_score,monthly_income,bonus_percentage,stock_option_level,benefits_satisfaction,performance_rating,projects_completed,average_work_hours,absenteeism_days,promotion_last_2yrs,job_satisfaction,work_life_balance,engagement_score,training_hours,internal_mobility,tenure_years,time_since_last_promotion,time_in_current_role,attrition_status
E00143,24,Male,Married,Bachelor,17.4,Manager,IT,Entry,Full-time,Onsite,5.7,37699,9.44,Low,5,2,0,47.7,19,No,3,5,97.81,80,No,10.1,40,28,Left
E00144,27,Male,Single,Diploma,4.3,Manager,Finance,Entry,Contract,Hybrid,7.3,40697,6.43,None,3,4,9,49.4,12,Yes,3,1,32.01,96,No,11.3,0,6,Left
E00145,29,Male,Married,Bachelor,16.8,Analyst,Sales,Mid,Contract,Onsite,4.0,71574,8.28,Low,2,5,8,66.9,17,Yes,1,4,79.95,13,No,10.4,15,28,Stayed
E00146,48,Female,Married,Master,8.9,Analyst,Sales,Entry,Contract,Remote,3.6,67245,22.93,Low,3,1,1,37.9,9,No,5,5,42.99,28,Yes,6.2,34,46,Stayed
E00147,30,Female,Single,Bachelor,12.5,Manager,IT,Executive,Full-time,Onsite,7.4,73488,25.21,None,1,5,14,42.8,9,No,5,2,12.86,5,Yes,2.3,14,34,Stayed
E00148,58,Female,Married,PhD,6.1,Sales,HR,Executive,Full-time,Onsite,4.6,72554,20.99,Medium,1,1,9,44.8,12,Yes,4,3,24.75,23,No,17.4,17,58,Stayed
E00149,54,Female,Married,Bachelor,8.4,Engineer,IT,Entry,Full-time,Hybrid,1.0,67925,13.24,High,3,4,9,65.9,1,Yes,5,4,65.94,27,No,10.4,35,50,Stayed
E00150,45,Male,Married,PhD,3.1,Manager,HR,Executive,Contract,Hybrid,9.4,83399,7.88,None,4,2,13,61.1,5,No,5,1,30.61,99,Yes,1.9,37,8,Stayed
E00151,36,Female,Single,Diploma,32.2,Consultant,Sales,Mid,Contract,Hybrid,2.3,99353,12.76,Medium,3,2,3,53.6,2,No,1,4,86.63,55,Yes,8.5,19,16,Stayed
E00152,53,Female,Single,Master,18.8,Analyst,IT,Entry,Full-time,Hybrid,2.3,137139,27.44,None,4,2,6,42.6,17,Yes,4,2,43.02,2,Yes,4.1,11,49,Left
E00153,53,Male,Single,High School,14.2,Consultant,IT,Mid,Contract,Onsite,8.4,66075,25.9,High,1,3,1,38.1,13,No,4,3,30.3,3,Yes,6.6,41,20,Left
E00154,45,Male,Married,Diploma,19.0,Consultant,HR,Entry,Full-time,Remote,4.0,82020,9.7,High,5,2,8,43.2,8,Yes,5,4,80.1,37,Yes,16.4,34,20,Stayed
E00155,33,Female,Single,Diploma,22.2,Analyst,Sales,Mid,Full-time,Hybrid,4.0,33309,9.84,Low,4,2,4,67.2,0,Yes,2,4,24.3,31,Yes,10.6,10,58,Left
E00156,23,Female,Single,High School,32.3,Manager,Sales,Mid,Contract,Onsite,6.6,16331,23.4,None,3,1,9,66.4,5,No,4,2,95.75,53,No,5.1,20,45,Stayed
E00157,24,Female,Single,Bachelor,6.7,Sales,HR,Mid,Full-time,Remote,1.5,30895,12.8,None,2,4,8,46.9,14,Yes,5,3,31.4,59,Yes,16.3,15,16,Stayed
E00158,58,Female,Married,Bachelor,10.7,HR,HR,Executive,Contract,Remote,3.1,136021,17.18,Low,2,4,8,43.0,6,No,5,2,83.37,72,No,4.3,2,18,Stayed
E00159,38,Male,Married,Bachelor,34.2,Consultant,HR,Mid,Contract,Remote,1.5,46957,12.67,Medium,3,5,7,65.4,19,Yes,1,2,56.51,41,No,6.7,33,24,Stayed
E00160,23,Male,Single,Master,13.3,Manager,Sales,Senior,Full-time,Onsite,3.6,88111,7.27,Medium,1,2,2,47.8,11,No,4,5,76.52,47,Yes,1.1,23,53,Left
E00161,23,Female,Single,Diploma,1.3,HR,Sales,Mid,Contract,Hybrid,8.8,147715,5.67,Low,1,4,8,31.5,1,Yes,4,5,22.42,75,Yes,19.2,15,32,Left
E00162,49,Female,Single,PhD,5.6,Consultant,IT,Mid,Full-time,Onsite,9.2,77739,4.19,Medium,1,4,2,43.8,11,Yes,2,5,28.75,49,No,8.7,36,28,Stayed
E00163,44,Female,Married,High School,1.4,Manager,Sales,Mid,Full-time,Hybrid,3.8,102017,0.34,Medium,3,4,8,54.3,13,Yes,5,5,27.84,57,No,3.8,35,56,Stayed
E00164,58,Female,Single,Diploma,34.7,Consultant,Finance,Mid,Full-time,Remote,2.7,102822,8.42,Medium,2,4,1,67.8,6,No,4,4,22.09,97,Yes,10.5,0,24,Stayed
E00165,53,Female,Married,Bachelor,10.1,Manager,Finance,Entry,Contract,Remote,2.2,144842,5.14,Low,5,1,13,47.0,5,Yes,3,4,33.85,96,No,2.6,59,52,Stayed
E00166,54,Male,Married,High School,32.4,Sales,HR,Executive,Full-time,Onsite,4.5,41868,7.74,High,2,2,10,39.6,3,Yes,4,2,85.59,36,No,18.0,23,47,Left
E00167,22,Male,Married,PhD,34.9,Engineer,HR,Executive,Contract,Remote,8.4,51478,2.27,Low,1,4,10,45.4,12,Yes,5,3,77.28,56,Yes,1.7,23,29,Stayed
E00168,40,Male,Single,Diploma,21.2,Engineer,HR,Executive,Full-time,Onsite,8.7,61388,10.25,None,3,1,6,32.3,5,No,3,5,37.58,22,No,12.6,38,6,Stayed
E00169,23,Female,Single,Diploma,1.6,Analyst,IT,Entry,Contract,Hybrid,1.4,129080,15.6,None,3,3,10,66.0,1,No,2,2,42.91,90,No,17.9,48,33,Stayed
E00170,47,Female,Married,Master,3.3,HR,Finance,Mid,Full-time,Remote,2.9,21193,28.34,None,5,5,1,31.3,10,No,3,3,76.11,73,Yes,5.3,49,28,Stayed
E00171,53,Male,Married,Diploma,17.1,Consultant,Finance,Mid,Full-time,Hybrid,2.8,121734,10.41,Medium,2,1,4,30.0,15,Yes,1,2,84.14,63,Yes,2.4,13,40,Left
E00172,27,Male,Married,Diploma,14.5,Consultant,Sales,Executive,Contract,Remote,8.5,120706,0.93,None,1,5,1,54.6,17,Yes,3,5,48.16,79,No,9.5,33,56,Stayed
E00173,53,Female,Married,PhD,21.4,Manager,Finance,Senior,Full-time,Hybrid,5.1,15318,10.87,Medium,5,5,14,36.2,5,Yes,3,5,76.66,89,No,12.0,57,8,Left
E00174,25,Male,Single,PhD,15.6,HR,Sales,Mid,Full-time,Remote,4.3,89289,24.52,Medium,1,3,7,41.8,0,No,3,4,61.22,53,No,6.2,58,48,Left
E00175,32,Female,Single,High School,32.7,Consultant,IT,Mid,Contract,Hybrid,9.6,100333,10.2,Medium,2,3,12,49.6,7,No,5,1,99.29,30,Yes,6.8,41,32,Stayed
E00176,38,Female,Married,Bachelor,18.9,HR,HR,Mid,Contract,Remote,9.3,37769,8.75,None,5,3,1,61.7,7,Yes,2,1,72.15,43,No,12.9,36,36,Stayed
E00177,59,Male,Married,PhD,24.4,HR,HR,Entry,Full-time,Onsite,5.0,61555,27.57,None,1,1,8,45.5,12,Yes,3,5,76.41,55,Yes,19.5,10,49,Stayed
E00178,45,Male,Married,High School,31.4,Engineer,Sales,Mid,Full-time,Hybrid,2.2,59998,8.92,None,4,3,1,68.3,15,Yes,1,2,85.86,3,No,8.8,2,4,Stayed
E00179,26,Male,Single,Diploma,5.6,Consultant,Operations,Executive,Contract,Hybrid,2.5,54857,29.11,Medium,3,4,12,48.1,9,No,4,4,22.83,98,No,9.2,26,36,Stayed
E00180,55,Female,Married,High School,8.4,Consultant,Sales,Mid,Full-time,Onsite,2.0,148092,24.98,Medium,2,1,3,66.8,16,No,3,3,43.07,33,Yes,17.5,58,29,Left
E00181,27,Female,Single,High School,4.2,Analyst,IT,Executive,Contract,Onsite,7.1,79738,20.53,High,3,2,6,48.1,12,No,4,2,54.23,77,Yes,8.1,43,14,Left
E00182,43,Male,Married,High School,5.3,HR,Finance,Senior,Contract,Onsite,6.0,137580,17.95,High,1,3,8,50.6,7,Yes,4,2,23.75,40,Yes,6.9,49,34,Left
E00183,32,Female,Single,High School,18.2,Manager,Sales,Entry,Full-time,Remote,6.0,65756,6.74,Low,5,1,2,68.3,17,Yes,4,1,42.57,44,Yes,9.6,43,31,Stayed
E00184,37,Female,Single,PhD,11.6,Engineer,IT,Senior,Contract,Onsite,1.9,24876,21.91,Low,1,3,1,57.0,19,Yes,3,4,71.71,64,No,1.3,28,32,Stayed
E00185,54,Female,Married,Bachelor,15.1,Analyst,HR,Mid,Contract,Remote,8.1,90007,10.41,Medium,4,5,5,36.0,16,No,5,5,32.55,13,No,18.3,22,14,Stayed
E00186,30,Male,Single,High School,34.4,Engineer,Operations,Senior,Full-time,Remote,5.8,27343,14.57,Low,4,4,0,53.9,0,No,3,5,53.33,62,No,2.4,20,21,Left
E00187,27,Female,Single,Master,5.9,Manager,Operations,Mid,Full-time,Onsite,1.8,67051,3.12,High,2,5,4,39.0,11,No,3,5,22.29,9,No,18.1,7,0,Stayed
E00188,37,Male,Single,Diploma,19.2,Analyst,Sales,Executive,Full-time,Onsite,7.7,114172,8.88,High,3,3,7,42.4,10,Yes,5,2,20.27,33,Yes,18.7,35,51,Stayed
E00189,50,Male,Single,Diploma,3.9,Engineer,Finance,Mid,Full-time,Remote,9.8,78418,15.87,Medium,1,1,2,63.5,18,No,2,3,43.06,77,No,17.8,20,48,Stayed
E00190,24,Female,Married,Diploma,11.5,Manager,Sales,Entry,Contract,Hybrid,5.0,18013,14.04,Low,4,4,4,57.3,11,Yes,5,2,75.42,51,No,2.2,23,33,Left
E00191,41,Male,Married,Diploma,18.7,Sales,Operations,Senior,Contract,Hybrid,2.0,34694,10.31,Medium,5,5,8,41.5,1,No,3,5,57.35,62,No,11.1,11,36,Stayed
E00192,57,Female,Married,Diploma,33.2,Analyst,Operations,Mid,Contract,Onsite,1.9,64297,14.16,Low,1,4,0,30.2,13,No,3,3,66.55,60,Yes,7.4,47,9,Left
E00193,40,Male,Married,High School,14.0,Manager,HR,Executive,Full-time,Hybrid,1.2,86163,22.35,Medium,2,4,8,51.2,17,No,5,1,46.27,55,No,3.8,18,3,Stayed
E00194,47,Male,Married,Bachelor,2.7,Analyst,Finance,Senior,Contract,Remote,7.9,49588,13.78,High,5,3,0,40.0,14,Yes,1,1,62.76,68,No,11.1,38,16,Stayed
E00195,24,Female,Single,Master,13.9,Consultant,Finance,Entry,Full-time,Hybrid,7.2,103187,15.18,None,3,4,12,31.1,11,Yes,5,3,53.57,65,Yes,1.3,18,51,Left
E00196,40,Male,Single,PhD,5.5,Consultant,Operations,Mid,Contract,Remote,6.3,145315,21.03,Low,2,2,3,32.5,2,No,4,4,45.76,58,No,6.4,48,47,Left
E00197,41,Male,Single,Master,8.4,Engineer,Operations,Entry,Full-time,Onsite,7.9,122100,25.25,Medium,3,2,0,56.9,14,No,5,1,12.17,61,Yes,10.7,34,2,Stayed
E00198,53,Male,Single,PhD,21.8,HR,Sales,Executive,Full-time,Onsite,10.0,103252,15.81,High,3,5,7,46.6,12,Yes,1,2,86.09,67,No,19.6,35,58,Left
E00199,28,Female,Married,PhD,2.8,Sales,Sales,Senior,Contract,Hybrid,4.6,50540,28.45,High,4,5,6,40.5,9,No,4,5,95.71,49,No,10.6,4,43,Stayed
E00200,54,Female,Married,Master,16.5,HR,HR,Senior,Full-time,Onsite,7.4,43219,10.6,High,3,1,2,65.2,9,Yes,3,1,57.69,15,Yes,6.6,59,59,Left
E00201,39,Male,Single,High School,21.5,Manager,Operations,Senior,Contract,Onsite,4.4,57779,7.58,None,5,3,4,63.0,7,No,2,3,50.22,79,No,11.3,10,56,Left
E00202,22,Male,Married,Diploma,15.1,Analyst,Sales,Executive,Contract,Remote,4.2,87511,20.79,Medium,5,5,1,48.6,9,Yes,5,1,78.81,10,No,1.5,5,49,Left
E00203,32,Male,Single,High School,1.2,Consultant,HR,Mid,Contract,Remote,8.7,58614,5.27,None,5,1,9,41.0,5,Yes,5,3,11.16,45,Yes,16.4,24,54,Stayed
E00204,49,Female,Single,Diploma,34.5,HR,Finance,Mid,Contract,Remote,6.2,137862,27.0,Medium,1,5,4,50.3,5,Yes,5,3,22.46,67,Yes,18.1,51,0,Stayed
E00205,46,Female,Married,Bachelor,13.2,Consultant,Operations,Mid,Full-time,Remote,2.1,58079,11.6,High,4,1,4,60.1,8,Yes,5,4,34.98,45,No,1.3,55,19,Left
E00206,44,Male,Married,PhD,27.4,Sales,IT,Entry,Contract,Onsite,4.6,142597,20.94,Medium,4,3,8,30.4,7,No,1,1,17.56,63,No,4.5,11,15,Stayed
E00207,52,Female,Married,Master,11.7,Manager,Operations,Executive,Contract,Remote,8.2,56905,17.11,High,5,3,14,54.5,0,Yes,4,5,14.13,43,No,1.2,15,52,Left
E00208,51,Female,Married,Bachelor,16.9,Sales,Sales,Senior,Contract,Remote,9.5,122801,1.63,Medium,1,5,4,58.4,18,No,1,1,94.49,44,Yes,18.1,14,19,Stayed
E00209,56,Female,Married,Diploma,13.9,Sales,Operations,Executive,Full-time,Remote,6.5,77887,21.27,Low,3,2,10,62.7,0,Yes,2,3,26.62,69,Yes,0.9,50,50,Stayed
E00210,28,Female,Married,High School,12.3,Manager,IT,Executive,Contract,Hybrid,4.5,119886,23.7,None,3,4,1,38.7,7,No,1,1,63.36,7,Yes,0.9,41,58,Stayed
E00211,37,Male,Married,Master,1.3,Analyst,Operations,Executive,Full-time,Remote,3.3,108807,29.47,None,3,5,2,38.1,14,No,5,5,58.49,91,Yes,11.7,45,4,Stayed
E00212,47,Female,Single,PhD,12.9,Sales,Sales,Senior,Contract,Onsite,4.8,59754,12.48,None,4,1,14,38.6,11,Yes,2,4,35.75,51,No,4.1,42,45,Left
E00213,23,Female,Married,Bachelor,31.2,HR,Finance,Senior,Contract,Onsite,6.1,102933,15.09,Low,3,3,5,67.3,2,No,2,4,68.28,69,No,18.5,50,56,Stayed
E00214,22,Male,Single,PhD,24.3,Manager,Sales,Entry,Contract,Remote,1.0,104604,26.25,Low,1,5,14,35.6,13,Yes,2,4,39.29,30,Yes,16.3,0,53,Stayed
E00215,33,Male,Single,Diploma,5.5,Manager,HR,Executive,Contract,Hybrid,3.4,103977,8.08,High,1,3,10,60.6,1,Yes,3,3,51.19,99,Yes,4.7,52,38,Stayed
E00216,26,Female,Married,PhD,20.9,Consultant,Sales,Mid,Contract,Hybrid,7.0,88521,5.67,High,3,5,0,69.5,1,No,1,2,44.27,74,Yes,9.1,33,42,Stayed
E00217,58,Female,Single,High School,31.3,Engineer,HR,Entry,Full-time,Hybrid,7.1,63767,3.99,None,4,3,5,67.9,18,Yes,2,3,91.96,79,Yes,16.9,33,10,Left
E00218,53,Male,Married,Bachelor,24.7,Sales,Operations,Senior,Full-time,Hybrid,6.9,61163,29.35,Low,2,2,14,46.4,18,Yes,4,5,93.74,52,Yes,0.8,44,55,Left
E00219,30,Male,Single,Bachelor,5.6,HR,HR,Senior,Contract,Remote,9.5,120584,8.11,Low,5,1,4,63.6,17,Yes,2,4,43.66,39,No,9.8,54,23,Stayed
E00220,56,Male,Single,High School,30.4,Analyst,Operations,Entry,Contract,Remote,6.1,99950,22.72,None,3,5,13,56.8,7,No,4,3,32.23,31,Yes,9.4,39,9,Stayed
E00221,40,Female,Single,PhD,10.9,Sales,HR,Mid,Contract,Onsite,3.4,116664,13.49,Medium,3,3,1,64.7,16,Yes,1,3,76.29,1,No,18.7,30,36,Stayed
E00222,37,Female,Married,High School,16.2,Analyst,Sales,Executive,Full-time,Onsite,8.3,32855,7.22,High,5,5,1,36.4,2,Yes,4,4,38.36,11,No,7.2,55,15,Stayed
E00223,24,Male,Single,Master,18.7,Consultant,IT,Executive,Contract,Hybrid,4.5,97589,27.4,High,2,1,1,60.6,15,No,1,1,53.28,31,No,4.6,52,58,Stayed
E00224,41,Female,Single,High School,29.8,Sales,Operations,Mid,Full-time,Hybrid,3.2,86263,13.91,Medium,3,5,2,53.5,16,Yes,1,5,58.94,11,Yes,6.8,58,58,Stayed
E00225,45,Male,Single,PhD,32.6,Analyst,HR,Executive,Contract,Onsite,6.0,130942,16.98,None,3,4,13,51.6,3,No,5,2,98.82,29,No,6.2,9,13,Stayed
E00226,54,Female,Married,High School,32.6,Sales,IT,Senior,Contract,Onsite,3.6,17008,6.67,Low,2,3,9,59.2,16,No,5,2,44.47,34,Yes,16.4,8,50,Left
E00227,45,Male,Single,Diploma,0.8,Manager,HR,Entry,Contract,Hybrid,4.6,79277,9.72,High,5,1,1,40.9,16,Yes,3,5,46.89,45,No,13.8,43,8,Stayed
E00228,32,Male,Married,High School,32.3,Sales,HR,Mid,Full-time,Onsite,7.2,131999,22.43,Low,1,2,2,33.0,3,No,5,3,16.14,18,No,9.0,54,30,Left
E00229,29,Female,Single,High School,2.4,HR,HR,Entry,Contract,Hybrid,10.0,56508,10.29,None,3,4,8,50.1,5,No,4,4,69.66,64,No,17.2,5,23,Stayed
E00230,57,Female,Single,PhD,9.7,Sales,Sales,Executive,Full-time,Remote,6.8,82170,15.18,None,3,5,2,42.1,11,No,2,4,27.19,68,Yes,12.0,29,36,Left
E00231,59,Female,Single,Master,18.3,Analyst,HR,Executive,Contract,Hybrid,3.5,88444,3.43,High,4,5,6,40.3,19,No,1,5,65.22,16,No,2.9,20,9,Stayed
E00232,41,Female,Married,Master,17.1,HR,IT,Senior,Full-time,Remote,1.8,96084,25.5,None,2,4,2,69.9,6,No,5,5,31.78,25,No,13.7,53,22,Stayed
E00233,56,Female,Single,PhD,21.4,Analyst,HR,Senior,Full-time,Remote,4.3,139518,22.13,None,3,2,5,37.9,7,No,1,4,95.01,92,Yes,5.6,28,2,Stayed
E00234,46,Female,Single,PhD,17.0,Engineer,Finance,Executive,Contract,Remote,1.2,52487,22.82,Low,4,2,8,39.4,17,No,4,4,17.25,51,Yes,13.8,25,45,Left
E00235,56,Male,Single,PhD,32.7,Engineer,Operations,Executive,Full-time,Onsite,5.2,128584,5.35,Medium,1,5,11,43.4,4,No,5,5,93.68,67,Yes,10.6,34,1,Left
E00236,46,Female,Single,Diploma,8.8,HR,Sales,Senior,Contract,Onsite,6.9,141265,14.85,None,2,5,5,49.9,5,No,5,3,59.57,11,No,15.2,22,25,Stayed
E00237,50,Male,Married,Bachelor,10.0,Engineer,Finance,Senior,Contract,Hybrid,5.6,45569,0.83,High,1,2,3,64.8,16,Yes,2,2,94.34,34,No,9.9,47,49,Stayed
E00238,39,Male,Single,High School,32.3,Engineer,Finance,Mid,Contract,Remote,8.8,99720,9.45,High,4,2,4,37.1,12,Yes,2,2,54.38,27,No,17.7,24,38,Stayed
E00239,39,Female,Single,PhD,3.1,Manager,IT,Senior,Contract,Hybrid,5.4,138189,10.44,Low,5,2,12,54.6,14,No,5,1,14.05,86,No,7.6,33,52,Stayed
E00240,23,Male,Single,PhD,21.5,Analyst,IT,Mid,Full-time,Remote,5.2,137415,27.41,None,2,5,14,44.7,3,No,1,5,27.81,54,No,6.3,8,4,Stayed
E00241,56,Male,Single,PhD,24.0,Engineer,Sales,Mid,Contract,Remote,3.8,94285,29.78,Medium,5,3,7,61.9,5,Yes,4,1,41.63,80,No,4.8,44,54,Stayed
E00242,37,Female,Married,Master,17.9,HR,Sales,Entry,Full-time,Hybrid,8.5,104448,18.53,None,4,4,10,54.1,1,Yes,4,1,94.38,22,No,11.1,7,39,Left
E00243,57,Female,Single,PhD,24.5,Manager,Operations,Senior,Contract,Hybrid,9.1,138035,15.5,High,2,2,14,61.8,6,Yes,2,2,78.34,48,Yes,6.2,51,20,Stayed
E00244,54,Female,Single,High School,6.5,Engineer,HR,Mid,Full-time,Hybrid,9.8,20057,13.2,Low,3,5,12,64.2,8,No,1,4,64.15,89,Yes,14.5,32,53,Left
E00245,25,Male,Married,PhD,29.9,Sales,Sales,Entry,Contract,Hybrid,9.8,84997,0.55,None,4,1,11,66.5,18,Yes,1,4,49.57,5,No,5.2,19,38,Stayed
E00246,54,Female,Single,High School,5.3,HR,Sales,Entry,Full-time,Onsite,9.8,116456,24.0,Medium,4,5,7,69.8,16,Yes,3,4,50.22,54,No,10.5,49,43,Stayed
E00247,35,Female,Single,Diploma,14.3,Analyst,HR,Senior,Contract,Remote,7.4,71959,20.15,Low,1,3,12,54.8,3,No,3,5,68.74,43,No,12.6,16,9,Stayed
E00248,42,Female,Single,Bachelor,3.1,Sales,Operations,Senior,Contract,Remote,6.1,110468,19.48,Low,5,3,14,55.5,2,No,3,2,74.83,9,Yes,9.9,57,6,Stayed
E00249,41,Female,Married,Master,19.3,Engineer,IT,Entry,Contract,Onsite,2.6,27625,24.27,High,2,2,6,35.6,4,No,4,5,52.97,30,Yes,1.3,15,14,Stayed
E00250,29,Male,Single,High School,23.6,HR,Operations,Mid,Full-time,Remote,7.9,142264,27.84,High,2,4,11,34.2,15,No,4,5,81.84,38,No,7.1,14,11,Left
E00251,28,Female,Married,Diploma,33.0,Sales,HR,Senior,Contract,Onsite,7.6,24337,11.69,Medium,3,5,11,49.5,18,No,5,3,57.2,12,No,16.9,12,24,Stayed
E00252,24,Male,Married,Bachelor,26.0,HR,IT,Entry,Contract,Remote,8.6,113339,12.79,High,2,4,10,57.7,1,No,5,4,56.33,57,No,14.3,4,17,Stayed
E00253,38,Female,Married,Bachelor,19.2,Consultant,IT,Entry,Full-time,Onsite,5.2,106588,29.25,None,3,1,4,39.9,8,Yes,4,3,68.36,25,Yes,19.8,37,6,Left
E00254,54,Male,Married,Bachelor,32.7,Sales,IT,Mid,Full-time,Onsite,9.0,18297,19.93,None,2,4,12,43.1,10,Yes,1,3,81.48,74,Yes,6.2,13,2,Stayed
E00255,33,Male,Married,High School,17.0,HR,Operations,Executive,Contract,Remote,7.5,48658,25.54,Low,1,4,14,58.0,14,Yes,1,2,63.73,81,Yes,18.6,48,17,Stayed
E00256,43,Male,Married,Diploma,19.9,Sales,HR,Mid,Full-time,Remote,2.5,28499,6.65,Medium,4,2,8,38.5,12,No,2,4,93.06,74,No,8.8,51,28,Stayed
E00257,43,Female,Married,PhD,21.1,Consultant,Operations,Entry,Full-time,Remote,2.9,22919,9.51,High,2,1,0,50.9,5,Yes,3,1,88.89,18,Yes,1.9,17,57,Stayed
E00258,51,Male,Single,Diploma,14.6,Analyst,Operations,Mid,Contract,Hybrid,8.3,111003,11.75,Low,4,3,3,51.5,5,No,2,3,79.29,1,No,7.5,33,38,Stayed
E00259,59,Female,Single,Diploma,29.4,Analyst,Finance,Senior,Full-time,Remote,4.8,34044,9.51,Low,5,4,13,66.7,17,Yes,4,3,51.6,24,No,4.4,10,53,Left
E00260,59,Female,Married,Diploma,6.9,Manager,Sales,Entry,Full-time,Remote,3.2,140286,26.53,Medium,4,1,10,46.1,7,Yes,1,1,65.15,1,Yes,6.0,33,56,Stayed
E00261,29,Female,Married,High School,19.6,Sales,Operations,Mid,Full-time,Remote,4.8,102878,15.35,High,5,1,9,38.4,4,No,1,1,55.6,66,No,7.0,40,12,Stayed
E00262,48,Female,Married,High School,25.4,Consultant,Finance,Mid,Contract,Hybrid,2.5,149821,28.61,Medium,2,3,6,37.0,9,Yes,5,2,10.56,90,No,6.6,15,12,Stayed
E00263,48,Female,Married,High School,31.7,HR,HR,Mid,Full-time,Remote,9.0,107961,9.64,Medium,1,2,12,41.7,8,No,1,3,69.66,69,Yes,1.2,39,4,Stayed
E00264,55,Male,Married,Diploma,31.0,Manager,Finance,Mid,Contract,Onsite,1.6,54873,1.12,High,1,1,4,41.2,6,No,4,3,92.4,53,Yes,6.2,21,50,Stayed
E00265,42,Female,Married,High School,18.1,Sales,Operations,Entry,Contract,Onsite,4.2,103614,4.14,None,4,3,11,60.0,0,Yes,3,2,56.7,86,Yes,12.0,34,22,Left
E00266,51,Male,Single,Bachelor,22.7,Manager,HR,Mid,Full-time,Hybrid,6.0,45184,6.51,Low,1,5,11,53.7,11,Yes,2,1,25.35,49,Yes,15.6,23,5,Left
E00267,54,Male,Single,High School,14.1,Sales,Finance,Senior,Contract,Hybrid,8.9,126922,19.2,Low,5,1,12,57.3,16,No,1,3,51.35,80,Yes,0.6,17,24,Stayed
E00268,49,Male,Married,Master,16.7,Analyst,Operations,Executive,Contract,Hybrid,8.0,36778,5.43,None,1,5,3,55.2,3,No,1,1,10.27,62,No,2.4,46,13,Stayed
E00269,54,Male,Married,High School,31.8,HR,HR,Executive,Contract,Hybrid,1.2,138041,11.44,Medium,1,5,10,49.2,1,No,4,5,76.59,97,Yes,12.7,1,27,Left
E00270,26,Male,Married,High School,32.6,Consultant,HR,Executive,Contract,Hybrid,8.4,146672,23.86,None,1,1,12,67.1,19,Yes,4,3,70.17,41,No,2.0,16,18,Left
E00271,40,Male,Single,High School,31.4,Analyst,Sales,Senior,Full-time,Remote,6.7,40240,3.74,Low,3,3,4,62.7,17,Yes,4,5,68.65,8,No,0.8,33,13,Left
E00272,25,Male,Married,High School,5.3,Manager,Operations,Executive,Contract,Onsite,2.2,118261,2.41,High,3,5,0,38.4,14,No,5,3,49.06,62,Yes,6.6,0,51,Stayed
E00273,56,Female,Single,Master,29.8,Engineer,Sales,Entry,Contract,Onsite,6.6,108893,16.2,High,4,2,3,46.9,8,Yes,1,1,45.28,81,Yes,14.0,23,45,Stayed
E00274,38,Male,Single,PhD,33.2,Manager,HR,Entry,Contract,Remote,8.4,25231,20.94,None,2,4,13,41.5,15,Yes,2,5,34.54,86,Yes,17.1,26,52,Stayed
E00275,49,Female,Single,High School,13.0,Engineer,HR,Senior,Full-time,Hybrid,6.4,26982,27.33,Low,2,5,0,59.8,7,No,2,2,92.45,79,Yes,10.9,53,14,Stayed
E00276,51,Male,Married,Bachelor,18.4,Sales,Finance,Senior,Full-time,Remote,10.0,71885,19.86,None,5,5,11,43.8,11,Yes,2,4,43.19,76,No,9.8,13,55,Stayed
E00277,50,Male,Married,Master,27.4,Analyst,Sales,Entry,Contract,Hybrid,5.6,145125,28.39,None,5,4,1,55.6,6,Yes,5,2,59.92,32,No,10.7,39,20,Stayed
E00278,27,Male,Single,PhD,19.9,Sales,IT,Senior,Contract,Onsite,7.1,103183,7.34,Low,4,3,12,41.7,7,No,3,2,51.16,5,No,9.2,1,51,Stayed
E00279,56,Male,Single,High School,34.8,Consultant,Operations,Senior,Full-time,Onsite,1.6,45488,10.25,High,3,2,8,36.9,9,No,5,5,69.47,61,No,15.7,10,14,Left
E00280,58,Female,Single,PhD,16.2,HR,Sales,Entry,Full-time,Hybrid,8.3,74116,25.18,Low,1,2,4,30.4,14,Yes,1,5,98.36,13,Yes,12.6,31,25,Stayed
E00281,45,Female,Single,Bachelor,25.1,Engineer,HR,Entry,Full-time,Remote,6.6,103577,24.33,None,3,5,14,69.8,6,No,5,2,62.19,88,No,3.3,4,16,Stayed
E00282,50,Female,Married,Master,27.8,HR,Finance,Mid,Contract,Hybrid,6.1,38631,19.95,None,3,1,8,38.8,9,Yes,4,5,46.66,53,Yes,18.8,25,17,Stayed
E00283,52,Male,Single,Master,17.5,Sales,Operations,Mid,Full-time,Hybrid,7.4,88062,15.18,High,4,1,8,63.3,19,No,2,2,64.57,98,No,4.2,37,52,Stayed
E00284,56,Male,Married,PhD,30.1,Analyst,Operations,Executive,Full-time,Onsite,6.0,74061,0.53,None,3,5,9,62.9,6,No,1,3,13.06,71,No,3.9,6,35,Stayed
E00285,54,Male,Single,High School,19.3,Analyst,Finance,Senior,Contract,Hybrid,7.9,98877,8.41,None,2,1,4,39.4,9,No,1,4,91.41,96,No,7.6,34,58,Left
E00286,42,Female,Married,Diploma,14.7,Sales,HR,Entry,Contract,Remote,6.3,126838,4.75,High,3,2,2,46.6,9,No,1,3,25.15,55,Yes,7.8,27,39,Stayed
